Document Name,Fund,Share classes,ISINs,Audience,ID path,Language,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCITS KIID,Vest U.S. Equity Buffer UCITS ETF - January,First Trust Vest U.S. Equity Buffer UCITS ETF, January A Acc USD,IE000MDKBOB3,Netherlands Professional Investor,https://www.ftglobalportfolios.com/srp/documents-id/ae51506f-52c9-404d-bf12-b90f10d2d2d7/KIID.pdf,Dutch,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCITS KIID,Vest U.S. Equity Buffer UCITS ETF - January,First Trust Vest U.S. Equity Buffer UCITS ETF, January A Acc USD,IE000MDKBOB3,Sweden Professional Investor,https://www.ftglobalportfolios.com/srp/documents-id/4e31cdb1-a8ed-4172-8790-7369e685d6ed/KIID.pdf,Swedish,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCITS KIID,Vest U.S. Equity Buffer UCITS ETF - January,First Trust Vest U.S. Equity Buffer UCITS ETF, January A Acc USD,IE000MDKBOB3,Norway Professional Investor,https://www.ftglobalportfolios.com/srp/documents-id/fa79e428-b698-46a1-817e-7ad7f2f24d72/KIID.pdf,Norwegian,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCITS KIID,Vest U.S. Equity Buffer UCITS ETF - January,First Trust Vest U.S. Equity Buffer UCITS ETF, January A Acc USD,IE000MDKBOB3,Portugal Professional Investor,https://www.ftglobalportfolios.com/srp/documents-id/48cd9472-138e-41bd-8695-dbad11790fdb/KIID.pdf,Portuguese,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCITS KIID,Vest U.S. Equity Buffer UCITS ETF - January,First Trust Vest U.S. Equity Buffer UCITS ETF, January A Acc USD,IE000MDKBOB3,Switzerland Qualified Investor,https://www.ftglobalportfolios.com/srp/documents-id/7ca9d381-78fd-4fbd-8d02-53cad8fc1a7a/KIID.pdf,German,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCITS KIID,Vest U.S. Equity Buffer UCITS ETF - January,First Trust Vest U.S. Equity Buffer UCITS ETF, January A Acc USD,IE000MDKBOB3,Denmark Professional Investor,https://www.ftglobalportfolios.com/srp/documents-id/79cefdd3-78b3-43bd-8c16-297feb390de8/KIID.pdf,Danish,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCITS KIID,Vest U.S. Equity Buffer UCITS ETF - January,First Trust Vest U.S. Equity Buffer UCITS ETF, January A Acc USD,IE000MDKBOB3,Austria Professional Investor, Germany Professional Investor, German Professional Investor (German),https://www.ftglobalportfolios.com/srp/documents-id/f0d0726d-581d-4141-aff1-f797537d274a/KIID.pdf,German,,,,,,,,,,,,,,,,,,,,,,,,,,
UCITS KIID,Vest U.S. Equity Buffer UCITS ETF - January,First Trust Vest U.S. Equity Buffer UCITS ETF, January A Acc USD,IE000MDKBOB3,Malta Professional Investor, Ireland Professional Investor,https://www.ftglobalportfolios.com/srp/documents-id/a6feaf34-397d-4155-bb8a-7bfd2a1ed955/KIID.pdf,English,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCITS KIID,Vest U.S. Equity Buffer UCITS ETF - January,First Trust Vest U.S. Equity Buffer UCITS ETF, January A Acc USD,IE000MDKBOB3,Switzerland Qualified Investor,https://www.ftglobalportfolios.com/srp/documents-id/628c9d6d-b037-40c7-a240-b5c1e0eb99a1/KIID.pdf,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCITS KIID,Vest U.S. Equity Buffer UCITS ETF - January,First Trust Vest U.S. Equity Buffer UCITS ETF, January A Acc USD,IE000MDKBOB3,Spain Professional Investor,https://www.ftglobalportfolios.com/srp/documents-id/e9bcf7ab-ee97-4476-9402-dabb49d4640f/KIID.pdf,Spanish,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fact Sheet,Vest Nasdaq-100® Moderate Buffer UCITS ETF - March,First Trust Vest Nasdaq-100® Moderate Buffer UCITS ETF, March A Acc USD,IE0006S0EBF2,Malta Professional Investor, Norway Professional Investor, Portugal Professional Investor, Spain Professional Investor, UK Professional Investor, Iceland Professional Investor, Ireland Professional Investor,https://www.ftglobalportfolios.com/srp/documents-id/3f3c7fcf-e790-4ae9-800c-68e52a3ef462/FactSheet.pdf,English,,,,,,,,,,,,,,,,,,,,,,
Fact Sheet,Vest Nasdaq-100® Moderate Buffer UCITS ETF - March,First Trust Vest Nasdaq-100® Moderate Buffer UCITS ETF, March A Acc USD,IE0006S0EBF2,Singapore Professional Investor, Hong Kong Professional Investor, Taiwan Qualified Investor,https://www.ftglobalportfolios.com/srp/documents-id/1fd52e80-fe5b-4c08-9edf-574234016135/FactSheet.pdf,English,,,,,,,,,,,,,,,,,,,,,,,,,,
Fact Sheet,Vest Nasdaq-100® Moderate Buffer UCITS ETF - March,First Trust Vest Nasdaq-100® Moderate Buffer UCITS ETF, March A Acc USD,IE0006S0EBF2,Luxembourg Professional Investor, Netherlands Professional Investor, Sweden Professional Investor, Denmark Professional Investor, Finland Professional Investor, Belgium Professional Investor, Switzerland Qualified Investor,https://www.ftglobalportfolios.com/srp/documents-id/e84b2b18-2024-4b3c-9a45-be244a4171c1/FactSheet.pdf,English,,,,,,,,,,,,,,,,,,,,,,
